Año, País,  PIB, PIB PERCAPITA, emisiones de co2, emisiones de co2 percapita, tasa natalidad, tasa mortalidad, población
;Costa Rica;79.91;58654;11810;8505;1.73;14.25;5.01;4966000
;Cuba;78.66;96851;8541;27036;2.35;10.39;8.83;11339259
;Ecuador;76.58;104296;6217;42389;2.55;19.97;5.1;16777000
;El salvador;72.87;24928;3787;7771;1.22;18.43;7.01;6582000
;Guatemala;73.81;75620;4469;18185;1.08;24.91;4.76;16919000
;Haití;63.29;8409;766;3619;0.33;24.75;8.64;10982366
;Honduras;74.9;23101;2491;10050;1.08;21.86;4.43;9272000
;México;74.95;1156953;9367;507396;3.93;17.92;5.93;123518000
;Nicaragua;74.07;13844;2165;6169;0.99;21.06;5.05;6394000
;Panamá;78.15;62284;15198;11266;2.75;19.26;5.05;4098000
;Paraguay;73.99;39009;5610;7277;1.07;20.79;5.47;6954000
;Perú;76.29;214187;6730;54377;1.69;17.97;5.71;31826018
;Rep. Dom;73.69;80082;7875;24703;2.29;19.8;6.12;10169000
;Uruguay;77.63;59546;17327;6702;1.94;13.96;9.46;3436646
;Venezuela;72.25;143841;4894;133131;4.16;18.23;6.81;29390409
2018;Argentina;76.52;519487;11658;210162;4.7;17.02;7.61;44560000
;Bolivia;71.24;40288;3549;22811;2.03;21.75;6.77;11353142
;Brasil;75.67;1867818;8917;500088;2.37;13.92;6.45;209469333
;Chile;80.04;298180;15921;91140;5.01;12.43;6.16;18729160
;Colombia;77.11;330974;6642;90045;1.82;14.88;5.56;49834000
;Costa Rica;80.1;60464;12039;8825;1.78;13.97;5.08;5022000
;Cuba;78.73;100023;8822;27549;2.4;10.17;8.99;11338138
;Ecuador;76.8;108398;6368;44386;2.63;19.72;5.11;17023000
;El salvador;73.1;26057;3922;7900;1.23;18.25;7.04;6643000
;Guatemala;74.06;78461;4545;20508;1.19;24.56;4.74;17263000
;Haití;63.66;9658;868;3650;0.33;24.35;8.53;11123176
;Honduras;75.09;24024;2506;10353;1.1;21.6;4.44;9587522
;México;74.99;1222053;9797;495778;3.79;17.6;6.01;124738000
;Nicaragua;74.28;13118;2029;6251;0.99;20.64;5.06;6465513
;Panamá;78.33;65055;15643;11747;2.82;18.98;5.08;4159000
;Paraguay;74.13;41854;5934;7528;1.09;20.57;5.5;7053000
;Perú;76.52;225366;7007;57383;1.76;17.69;5.75;32162184
;Rep. Dom;73.89;85630;8341;25177;2.31;19.51;6.15;10266000
;Uruguay;77.77;59651;17294;6935;2;13.86;9.47;3449299
;Venezuela;72.13;98437;3410;120211;3.71;17.88;6.98;28870195
